POSTYPE,MATNR,OWNER,OWNER_ROLE,BATCH,CAT,STOCK_DOCCAT,STOCK_DOCNO,STOCK_ITMNO,STOCK_USAGE,ENTITELED,ENTITLED_ROLE,COO,QUAN,UNIT,HUTYP,LGPLA,GR_DATE,GR_TIME,VFDAT,PMAT,EXTNO,HUIDENT,PARHUIDENT,TOPHUIDENT,ROW,REFROW,G_WEIGHT,N_WEIGHT,UNIT_GW,T_WEIGHT,UNIT_TW,G_VOLUME,N_VOLUME,UNIT_GV,T_VOLUME,UNIT_TV,G_CAPA,N_CAPA,T_CAPA,LENGTH,WIDTH,HEIGHT,UNIT_LWH,MAX_WEIGHT,TOLW,TARE_VAR,MAX_VOLUME,TOLV,CLOSED_PACKAGE,MAX_CAPA,MAX_LENGTH,MAX_WIDTH,MAX_HEIGHT,UNIT_MAX_LWH,SERNR,CWQUAN,CWUNIT,CWEXACT,LOGPOS,UII,AMOUNT_LC,DUMMY_ISU,ZEUGN
4,8184,NE00,BP,41060294,1,,,,,NE00,BP,,38,CS,,24-047-1,20240514,,20251031,,,384101002572708956,384101002572708956,384101002572708956,5330,5329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,24-047-2,,,,NPALLET-I1,X,340004875641002163,340004875641002163,340004875641002163,5331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10200,NE00,BP,42600695,1,,,,,NE00,BP,,225,CS,,24-047-2,20240930,,20251231,,,340004875641002163,340004875641002163,340004875641002163,5332,5331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,24-047-3,,,,NPALLET-I1,X,350114769003436558,350114769003436558,350114769003436558,5333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9847,NE00,BP,42470952,1,,,,,NE00,BP,,45,CS,,24-047-3,20241010,,20250630,,,350114769003436558,350114769003436558,350114769003436558,5334,5333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,24-047-4,,,,NPALLET-I1,X,350103471696606685,350103471696606685,350103471696606685,5335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10889,NE00,BP,42501012,1,,,,,NE00,BP,,153,CS,,24-047-4,20241004,,20250630,,,350103471696606685,350103471696606685,350103471696606685,5336,5335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,24-047-5,,,,NPALLET-I1,X,376130442299260776,376130442299260776,376130442299260776,5337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10523,NE00,BP,4126971808,1,,,,,NE00,BP,,64,CS,,24-047-5,20240530,,20251130,,,376130442299260776,376130442299260776,376130442299260776,5338,5337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,24-047-6,,,,NPALLET-I1,X,350001612827762181,350001612827762181,350001612827762181,5339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10433,NE00,BP,426709620A,1,,,,,NE00,BP,,120,CS,,24-047-6,20240926,,20260930,,,350001612827762181,350001612827762181,350001612827762181,5340,5339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,24-047-7,,,,NPALLET-I1,X,350103471663028120,350103471663028120,350103471663028120,5341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8949,NE00,BP,42721012,1,,,,,NE00,BP,,132,CS,,24-047-7,20241001,,20250630,,,350103471663028120,350103471663028120,350103471663028120,5342,5341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,24-047-8,,,,NPALLET-I1,X,350103474955928047,350103474955928047,350103474955928047,5343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9460,NE00,BP,42501091R,1,,,,,NE00,BP,,196,CS,,24-047-8,20240926,,20250930,,,350103474955928047,350103474955928047,350103474955928047,5344,5343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,24-048-2,,,,NPALLET-I1,X,376130308202811636,376130308202811636,376130308202811636,5345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9918,NE00,BP,42110294,1,,,,,NE00,BP,,105,CS,,24-048-2,20241010,,20260131,,,376130308202811636,376130308202811636,376130308202811636,5346,5345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,24-048-3,,,,NPALLET-I1,X,340004875640881493,340004875640881493,340004875640881493,5347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10393,NE00,BP,42290695,1,,,,,NE00,BP,,150,CS,,24-048-3,20240830,,20250831,,,340004875640881493,340004875640881493,340004875640881493,5348,5347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,24-048-4,,,,NPALLET-I1,X,376130308202785067,376130308202785067,376130308202785067,5349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10761,NE00,BP,4245T931,1,,,,,NE00,BP,,105,CS,,24-048-4,20240912,,20260731,,,376130308202785067,376130308202785067,376130308202785067,5350,5349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,24-048-5,,,,NPALLET-I1,X,350103471663025211,350103471663025211,350103471663025211,5351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8949,NE00,BP,42711012,1,,,,,NE00,BP,,132,CS,,24-048-5,20241001,,20250630,,,350103471663025211,350103471663025211,350103471663025211,5352,5351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,24-048-6,,,,NPALLET-I1,X,350103474892898939,350103474892898939,350103474892898939,5353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8113,NE00,BP,42681092G,1,,,,,NE00,BP,,216,CS,,24-048-6,20241009,,20250930,,,350103474892898939,350103474892898939,350103474892898939,5354,5353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,24-048-7,,,,NPALLET-I1,X,350103471908904363,350103471908904363,350103471908904363,5355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9649,NE00,BP,41151042H,1,,,,,NE00,BP,,320,CS,,24-048-7,20240822,,20250430,,,350103471908904363,350103471908904363,350103471908904363,5356,5355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,24-049-1,,,,NPALLET-I1,X,376130308202803907,376130308202803907,376130308202803907,5357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8182,NE00,BP,41030294,1,,,,,NE00,BP,,3,CS,,24-049-1,20241004,,20250430,,,376130308202803907,376130308202803907,376130308202803907,5358,5357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,24-049-2,,,,NPALLET-I1,X,376130442230975905,376130442230975905,376130442230975905,5359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10907,NE00,BP,42620358,1,,,,,NE00,BP,,186,CS,,24-049-2,20240924,,20250630,,,376130442230975905,376130442230975905,376130442230975905,5360,5359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,24-049-3,,,,NPALLET-I1,X,376130308202770360,376130308202770360,376130308202770360,5361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10803,NE00,BP,42359766,1,,,,,NE00,BP,,126,CS,,24-049-3,20240823,,20250630,,,376130308202770360,376130308202770360,376130308202770360,5362,5361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,24-049-4,,,,NPALLET-I1,X,340004875640917727,340004875640917727,340004875640917727,5363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10384,NE00,BP,42400695,1,,,,,NE00,BP,,120,CS,,24-049-4,20240919,,20260228,,,340004875640917727,340004875640917727,340004875640917727,5364,5363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,24-049-5,,,,NPALLET-I1,X,340004875641000305,340004875641000305,340004875641000305,5365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10829,NE00,BP,42600695,1,,,,,NE00,BP,,107,CS,,24-049-5,20241004,,20250930,,,340004875641000305,340004875641000305,340004875641000305,5366,5365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,24-049-6,,,,NPALLET-I1,X,350103471662954116,350103471662954116,350103471662954116,5367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8952,NE00,BP,42361012,1,,,,,NE00,BP,,132,CS,,24-049-6,20241001,,20250531,,,350103471662954116,350103471662954116,350103471662954116,5368,5367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,24-049-7,,,,NPALLET-I1,X,376130328244488016,376130328244488016,376130328244488016,5369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10751,NE00,BP,4263969061,1,,,,,NE00,BP,,105,CS,,24-049-7,20241008,,20260831,,,376130328244488016,376130328244488016,376130328244488016,5370,5369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,24-050-2,,,,NPALLET-I1,X,340004875640939217,340004875640939217,340004875640939217,5371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10833,NE00,BP,42440695,1,,,,,NE00,BP,,115,CS,,24-050-2,20240916,,20251130,,,340004875640939217,340004875640939217,340004875640939217,5372,5371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,24-050-3,,,,NPALLET-I1,X,340004875640921991,340004875640921991,340004875640921991,5373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10360,NE00,BP,42400695,1,,,,,NE00,BP,,115,CS,,24-050-3,20240906,,20251130,,,340004875640921991,340004875640921991,340004875640921991,5374,5373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,24-050-4,,,,NPALLET-I1,X,350103475120269538,350103475120269538,350103475120269538,5375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8474,NE00,BP,42704826,1,,,,,NE00,BP,,160,CS,,24-050-4,20241009,,20250630,,,350103475120269538,350103475120269538,350103475120269538,5376,5375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,24-050-5,,,,NPALLET-I1,X,350001612890964666,350001612890964666,350001612890964666,5377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10664,NE00,BP,4257096202,1,,,,,NE00,BP,,126,CS,,24-050-5,20241003,,20260831,,,350001612890964666,350001612890964666,350001612890964666,5378,5377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,24-050-6,,,,NPALLET-I1,X,340004875240850417,340004875240850417,340004875240850417,5379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10429,NE00,BP,42670695,1,,,,,NE00,BP,,115,CS,,24-050-6,20241007,,20260331,,,340004875240850417,340004875240850417,340004875240850417,5380,5379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,E1,24-050-7,,,,NPALLET-E1,X,350103450030185598,350103450030185598,350103450030185598,5381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9746,NE00,BP,41909722EA,1,,,,,NE00,BP,,49,CS,,24-050-7,20240717,,20250630,,,350103450030185598,350103450030185598,350103450030185598,5382,5381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,24-050-8,,,,NPALLET-I1,X,350114768009235844,350114768009235844,350114768009235844,5383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9854,NE00,BP,42520953,1,,,,,NE00,BP,,24,CS,,24-050-8,20240927,,20250930,,,350114768009235844,350114768009235844,350114768009235844,5384,5383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,24-051-1,,,,NPALLET-I1,X,376130444222695440,376130444222695440,376130444222695440,5385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8427,NE00,BP,41450835P1,1,,,,,NE00,BP,,89,CS,,24-051-1,20240923,,20251130,,,376130444222695440,376130444222695440,376130444222695440,5386,5385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,24-051-2,,,,NPALLET-I1,X,340004875640993783,340004875640993783,340004875640993783,5387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10829,NE00,BP,42570695,1,,,,,NE00,BP,,115,CS,,24-051-2,20240930,,20250930,,,340004875640993783,340004875640993783,340004875640993783,5388,5387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,24-051-3,,,,NPALLET-I1,X,340004875640881202,340004875640881202,340004875640881202,5389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10362,NE00,BP,42290695,1,,,,,NE00,BP,,115,CS,,24-051-3,20240828,,20250831,,,340004875640881202,340004875640881202,340004875640881202,5390,5389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,24-051-4,,,,NPALLET-I1,X,350103471663017995,350103471663017995,350103471663017995,5391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8474,NE00,BP,42681012,1,,,,,NE00,BP,,160,CS,,24-051-4,20241004,,20250630,,,350103471663017995,350103471663017995,350103471663017995,5392,5391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,24-051-5,,,,NPALLET-I1,X,350001610335937640,350001610335937640,350001610335937640,5393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10618,NE00,BP,4241093108,1,,,,,NE00,BP,,60,CS,,24-051-5,20240911,,20260228,,,350001610335937640,350001610335937640,350001610335937640,5394,5393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,24-051-6,,,,NPALLET-I1,X,350001610370464125,350001610370464125,350001610370464125,5395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10460,NE00,BP,4216093109,1,,,,,NE00,BP,,50,CS,,24-051-6,20240924,,20260228,,,350001610370464125,350001610370464125,350001610370464125,5396,5395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,24-051-7,,,,NPALLET-I1,X,340004875240752902,340004875240752902,340004875240752902,5397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10831,NE00,BP,42220695,1,,,,,NE00,BP,,360,CS,,24-051-7,20240826,,20260228,,,340004875240752902,340004875240752902,340004875240752902,5398,5397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,24-052-2,,,,NPALLET-I1,X,376130340111460161,376130340111460161,376130340111460161,5399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10574,NE00,BP,42369718F0,1,,,,,NE00,BP,,160,CS,,24-052-2,20240913,,20260228,,,376130340111460161,376130340111460161,376130340111460161,5400,5399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,24-052-3,,,,NPALLET-I1,X,340004875640939231,340004875640939231,340004875640939231,5401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10833,NE00,BP,42440695,1,,,,,NE00,BP,,115,CS,,24-052-3,20240916,,20251130,,,340004875640939231,340004875640939231,340004875640939231,5402,5401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,24-052-4,,,,NPALLET-I1,X,350001610341867863,350001610341867863,350001610341867863,5403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10674,NE00,BP,4164093111,1,,,,,NE00,BP,,36,CS,,24-052-4,20240919,,20251231,,,350001610341867863,350001610341867863,350001610341867863,5404,5403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,24-052-5,,,,NPALLET-I1,X,340004875640922646,340004875640922646,340004875640922646,5405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10360,NE00,BP,42410695,1,,,,,NE00,BP,,115,CS,,24-052-5,20240906,,20251130,,,340004875640922646,340004875640922646,340004875640922646,5406,5405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,24-052-6,,,,NPALLET-I1,X,340055003272860690,340055003272860690,340055003272860690,5407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8946,NE00,BP,42077016C,1,,,,,NE00,BP,,208,CS,,24-052-6,20241001,,20250731,,,340055003272860690,340055003272860690,340055003272860690,5408,5407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,24-052-7,,,,NPALLET-I1,X,340004875640963120,340004875640963120,340004875640963120,5409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10245,NE00,BP,42500695,1,,,,,NE00,BP,,120,CS,,24-052-7,20240925,,20250930,,,340004875640963120,340004875640963120,340004875640963120,5410,5409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,24-052-8,,,,NPALLET-I1,X,350114768009235776,350114768009235776,350114768009235776,5411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9854,NE00,BP,42520953,1,,,,,NE00,BP,,24,CS,,24-052-8,20240927,,20250930,,,350114768009235776,350114768009235776,350114768009235776,5412,5411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,24-053-1,,,,NPALLET-I1,X,384101002224977549,384101002224977549,384101002224977549,5413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10909,NE00,BP,42000291L,1,,,,,NE00,BP,,42,CS,,24-053-1,20240923,,20260131,,,384101002224977549,384101002224977549,384101002224977549,5414,5413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,24-053-2,,,,NPALLET-I1,X,335969800417344486,335969800417344486,335969800417344486,5415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10342,NE00,BP,3314091104,1,,,,,NE00,BP,,23,CS,,24-053-2,20240111,,20250531,,,335969800417344486,335969800417344486,335969800417344486,5416,5415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,24-053-3,,,,NPALLET-I1,X,350103475120233621,350103475120233621,350103475120233621,5417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8475,NE00,BP,42404826,1,,,,,NE00,BP,,160,CS,,24-053-3,20240830,,20250831,,,350103475120233621,350103475120233621,350103475120233621,5418,5417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,24-053-4,,,,NPALLET-I1,X,340004875641002408,340004875641002408,340004875641002408,5419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10384,NE00,BP,42600695,1,,,,,NE00,BP,,120,CS,,24-053-4,20240930,,20260331,,,340004875641002408,340004875641002408,340004875641002408,5420,5419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,24-053-5,,,,NPALLET-I1,X,340055003272861086,340055003272861086,340055003272861086,5421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8946,NE00,BP,42077016C,1,,,,,NE00,BP,,208,CS,,24-053-5,20241001,,20250731,,,340055003272861086,340055003272861086,340055003272861086,5422,5421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,24-053-6,,,,NPALLET-I1,X,340004875640882797,340004875640882797,340004875640882797,5423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10833,NE00,BP,42320695,1,,,,,NE00,BP,,115,CS,,24-053-6,20240903,,20251130,,,340004875640882797,340004875640882797,340004875640882797,5424,5423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,24-053-7,,,,NPALLET-I1,X,340004875640882803,340004875640882803,340004875640882803,5425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10833,NE00,BP,42320695,1,,,,,NE00,BP,,115,CS,,24-053-7,20240903,,20251130,,,340004875640882803,340004875640882803,340004875640882803,5426,5425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,24-053-8,,,,NPALLET-I1,X,350114768009235769,350114768009235769,350114768009235769,5427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9854,NE00,BP,42520953,1,,,,,NE00,BP,,24,CS,,24-053-8,20240927,,20250930,,,350114768009235769,350114768009235769,350114768009235769,5428,5427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,24-054-2,,,,NPALLET-I1,X,376130442230974007,376130442230974007,376130442230974007,5429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10907,NE00,BP,42620358,1,,,,,NE00,BP,,186,CS,,24-054-2,20240924,,20250630,,,376130442230974007,376130442230974007,376130442230974007,5430,5429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,24-054-3,,,,NPALLET-I1,X,350114768009192987,350114768009192987,350114768009192987,5431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9858,NE00,BP,42440953,1,,,,,NE00,BP,,20,CS,,24-054-3,20240917,,20250831,,,350114768009192987,350114768009192987,350114768009192987,5432,5431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,24-054-4,,,,NPALLET-I1,X,376130308202768688,376130308202768688,376130308202768688,5433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10771,NE00,BP,4224T931,1,,,,,NE00,BP,,105,CS,,24-054-4,20240822,,20260630,,,376130308202768688,376130308202768688,376130308202768688,5434,5433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,24-054-5,,,,NPALLET-I1,X,376130340111458304,376130340111458304,376130340111458304,5435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10569,NE00,BP,42359718G0,1,,,,,NE00,BP,,160,CS,,24-054-5,20240911,,20260228,,,376130340111458304,376130340111458304,376130340111458304,5436,5435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,24-054-6,,,,NPALLET-I1,X,376130442299260752,376130442299260752,376130442299260752,5437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10523,NE00,BP,4126971808,1,,,,,NE00,BP,,64,CS,,24-054-6,20240530,,20251130,,,376130442299260752,376130442299260752,376130442299260752,5438,5437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,24-054-7,,,,NPALLET-I1,X,340004875640977196,340004875640977196,340004875640977196,5439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10829,NE00,BP,42550695,1,,,,,NE00,BP,,115,CS,,24-054-7,20240926,,20250930,,,340004875640977196,340004875640977196,340004875640977196,5440,5439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,24-055-1,,,,NPALLET-I1,X,350103474955845405,350103474955845405,350103474955845405,5441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9461,NE00,BP,42321091K,1,,,,,NE00,BP,,89,CS,,24-055-1,20240926,,20250831,,,350103474955845405,350103474955845405,350103474955845405,5442,5441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,24-055-2,,,,NPALLET-I1,X,340004875640939248,340004875640939248,340004875640939248,5443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10833,NE00,BP,42440695,1,,,,,NE00,BP,,115,CS,,24-055-2,20240916,,20251130,,,340004875640939248,340004875640939248,340004875640939248,5444,5443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,24-055-3,,,,NPALLET-I1,X,350114768009314402,350114768009314402,350114768009314402,5445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9862,NE00,BP,42600953,1,,,,,NE00,BP,,20,CS,,24-055-3,20241003,,20250930,,,350114768009314402,350114768009314402,350114768009314402,5446,5445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,24-055-4,,,,NPALLET-I1,X,350001610324324789,350001610324324789,350001610324324789,5447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10681,NE00,BP,4207093102,1,,,,,NE00,BP,,60,CS,,24-055-4,20240919,,20260131,,,350001610324324789,350001610324324789,350001610324324789,5448,5447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,24-055-5,,,,NPALLET-I1,X,376130314054258970,376130314054258970,376130314054258970,5449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9839,NE00,BP,4245083800,1,,,,,NE00,BP,,40,CS,,24-055-5,20241010,,20251130,,,376130314054258970,376130314054258970,376130314054258970,5450,5449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,24-055-6,,,,NPALLET-I1,X,350103471663025747,350103471663025747,350103471663025747,5451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8949,NE00,BP,42711012,1,,,,,NE00,BP,,132,CS,,24-055-6,20241001,,20250630,,,350103471663025747,350103471663025747,350103471663025747,5452,5451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
