POSTYPE,MATNR,OWNER,OWNER_ROLE,BATCH,CAT,STOCK_DOCCAT,STOCK_DOCNO,STOCK_ITMNO,STOCK_USAGE,ENTITELED,ENTITLED_ROLE,COO,QUAN,UNIT,HUTYP,LGPLA,GR_DATE,GR_TIME,VFDAT,PMAT,EXTNO,HUIDENT,PARHUIDENT,TOPHUIDENT,ROW,REFROW,G_WEIGHT,N_WEIGHT,UNIT_GW,T_WEIGHT,UNIT_TW,G_VOLUME,N_VOLUME,UNIT_GV,T_VOLUME,UNIT_TV,G_CAPA,N_CAPA,T_CAPA,LENGTH,WIDTH,HEIGHT,UNIT_LWH,MAX_WEIGHT,TOLW,TARE_VAR,MAX_VOLUME,TOLV,CLOSED_PACKAGE,MAX_CAPA,MAX_LENGTH,MAX_WIDTH,MAX_HEIGHT,UNIT_MAX_LWH,SERNR,CWQUAN,CWUNIT,CWEXACT,LOGPOS,UII,AMOUNT_LC,DUMMY_ISU,ZEUGN
1,,,,,,,,,,,,,,,I1,21-071-1,,,,NPALLET-I1,X,376130308202812497,376130308202812497,376130308202812497,2105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10627,NE00,BP,4265093111,1,,,,,NE00,BP,,21,CS,,21-071-1,20241001,,20260331,,,376130308202812497,376130308202812497,376130308202812497,2106,2105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-071-2,,,,NPALLET-I1,X,330337162053602361,330337162053602361,330337162053602361,2107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10728,NE00,BP,3338090890,1,,,,,NE00,BP,,390,CS,,21-071-2,20240111,,20251231,,,330337162053602361,330337162053602361,330337162053602361,2108,2107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-071-3,,,,NPALLET-I1,X,340004875640993578,340004875640993578,340004875640993578,2109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10191,NE00,BP,42570695,1,,,,,NE00,BP,,92,CS,,21-071-3,20240930,,20250930,,,340004875640993578,340004875640993578,340004875640993578,2110,2109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-071-4,,,,NPALLET-I1,X,376130340111446257,376130340111446257,376130340111446257,2111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10574,NE00,BP,42289718G0,1,,,,,NE00,BP,,160,CS,,21-071-4,20240902,,20260228,,,376130340111446257,376130340111446257,376130340111446257,2112,2111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-071-5,,,,NPALLET-I1,X,376130308202808001,376130308202808001,376130308202808001,2113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9897,NE00,BP,42754182,1,,,,,NE00,BP,,8,CS,,21-071-5,20241008,,20250430,,,376130308202808001,376130308202808001,376130308202808001,2114,2113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-071-6,,,,NPALLET-I1,X,376130308202808186,376130308202808186,376130308202808186,2115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9897,NE00,BP,42754182,1,,,,,NE00,BP,,8,CS,,21-071-6,20241008,,20250430,,,376130308202808186,376130308202808186,376130308202808186,2116,2115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-071-7,,,,NPALLET-I1,X,350114768009316055,350114768009316055,350114768009316055,2117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10906,NE00,BP,42600953,1,,,,,NE00,BP,,12,CS,,21-071-7,20240926,,20250630,,,350114768009316055,350114768009316055,350114768009316055,2118,2117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-072-1,,,,NPALLET-I1,X,350001610368528594,350001610368528594,350001610368528594,2119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10228,NE00,BP,4215093112,1,,,,,NE00,BP,,17,CS,,21-072-1,20240826,,20260228,,,350001610368528594,350001610368528594,350001610368528594,2120,2119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-072-2,,,,NPALLET-I1,X,350114768009330242,350114768009330242,350114768009330242,2121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9215,NE00,BP,42620953,1,,,,,NE00,BP,,20,CS,,21-072-2,20241003,,20250630,,,350114768009330242,350114768009330242,350114768009330242,2122,2121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-072-3,,,,NPALLET-I1,X,340004875640883077,340004875640883077,340004875640883077,2123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10833,NE00,BP,42320695,1,,,,,NE00,BP,,115,CS,,21-072-3,20240903,,20251130,,,340004875640883077,340004875640883077,340004875640883077,2124,2123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-072-4,,,,NPALLET-I1,X,340004875240832246,340004875240832246,340004875240832246,2125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10823,NE00,BP,42620695,1,,,,,NE00,BP,,360,CS,,21-072-4,20241003,,20260331,,,340004875240832246,340004875240832246,340004875240832246,2126,2125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-072-5,,,,NPALLET-I1,X,376130308202740134,376130308202740134,376130308202740134,2127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10771,NE00,BP,4184T931,1,,,,,NE00,BP,,105,CS,,21-072-5,20240708,,20260531,,,376130308202740134,376130308202740134,376130308202740134,2128,2127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-072-6,,,,NPALLET-I1,X,376130308202808179,376130308202808179,376130308202808179,2129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9897,NE00,BP,42754182,1,,,,,NE00,BP,,8,CS,,21-072-6,20241008,,20250430,,,376130308202808179,376130308202808179,376130308202808179,2130,2129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-072-7,,,,NPALLET-I1,X,350001610370491459,350001610370491459,350001610370491459,2131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10685,NE00,BP,4248093109,1,,,,,NE00,BP,,28,CS,,21-072-7,20240919,,20260331,,,350001610370491459,350001610370491459,350001610370491459,2132,2131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-073-1,,,,NPALLET-I1,X,376130308202813586,376130308202813586,376130308202813586,2133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10629,NE00,BP,4254093111,1,,,,,NE00,BP,,12,CS,,21-073-1,20241002,,20260331,,,376130308202813586,376130308202813586,376130308202813586,2134,2133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-073-2,,,,NPALLET-I1,X,340004875640939033,340004875640939033,340004875640939033,2135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10833,NE00,BP,42440695,1,,,,,NE00,BP,,115,CS,,21-073-2,20240916,,20251130,,,340004875640939033,340004875640939033,340004875640939033,2136,2135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-073-3,,,,NPALLET-I1,X,350001610370392695,350001610370392695,350001610370392695,2137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10248,NE00,BP,4185093109,1,,,,,NE00,BP,,24,CS,,21-073-3,20240717,,20260131,,,350001610370392695,350001610370392695,350001610370392695,2138,2137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-073-4,,,,NPALLET-I1,X,340004875640989908,340004875640989908,340004875640989908,2139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10188,NE00,BP,42560695,1,,,,,NE00,BP,,115,CS,,21-073-4,20240930,,20250930,,,340004875640989908,340004875640989908,340004875640989908,2140,2139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-073-5,,,,NPALLET-I1,X,350103450029622639,350103450029622639,350103450029622639,2141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10948,NE00,BP,30269722BA,8,,,,,NE00,BP,,619,CS,,21-073-5,20230220,,20241130,,,350103450029622639,350103450029622639,350103450029622639,2142,2141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-073-6,,,,NPALLET-I1,X,350001610324444616,350001610324444616,350001610324444616,2143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10217,NE00,BP,4271093104,1,,,,,NE00,BP,,80,CS,,21-073-6,20241003,,20260331,,,350001610324444616,350001610324444616,350001610324444616,2144,2143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-073-7,,,,NPALLET-I1,X,350114768009316048,350114768009316048,350114768009316048,2145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10906,NE00,BP,42600953,1,,,,,NE00,BP,,12,CS,,21-073-7,20240926,,20250630,,,350114768009316048,350114768009316048,350114768009316048,2146,2145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-074-2,,,,NPALLET-I1,X,350001610341968379,350001610341968379,350001610341968379,2147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10228,NE00,BP,4221093111,1,,,,,NE00,BP,,36,CS,,21-074-2,20240902,,20260228,,,350001610341968379,350001610341968379,350001610341968379,2148,2147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-074-3,,,,NPALLET-I1,X,376130308202808254,376130308202808254,376130308202808254,2149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9897,NE00,BP,42754182,1,,,,,NE00,BP,,8,CS,,21-074-3,20241008,,20250430,,,376130308202808254,376130308202808254,376130308202808254,2150,2149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-074-4,,,,NPALLET-I1,X,350001610341912877,350001610341912877,350001610341912877,2151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10777,NE00,BP,4187093111,1,,,,,NE00,BP,,40,CS,,21-074-4,20240919,,20260131,,,350001610341912877,350001610341912877,350001610341912877,2152,2151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-074-5,,,,NPALLET-I1,X,330337162053801160,330337162053801160,330337162053801160,2153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10714,NE00,BP,4093090830,1,,,,,NE00,BP,,72,CS,,21-074-5,20240604,,20260430,,,330337162053801160,330337162053801160,330337162053801160,2154,2153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-074-6,,,,NPALLET-I1,X,340004875240800733,340004875240800733,340004875240800733,2155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10281,NE00,BP,42420695,1,,,,,NE00,BP,,360,CS,,21-074-6,20240919,,20260228,,,340004875240800733,340004875240800733,340004875240800733,2156,2155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-074-7,,,,NPALLET-I1,X,350114768009316901,350114768009316901,350114768009316901,2157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10906,NE00,BP,42600953,1,,,,,NE00,BP,,12,CS,,21-074-7,20240926,,20250630,,,350114768009316901,350114768009316901,350114768009316901,2158,2157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-075-1,,,,NPALLET-I1,X,376130308202813616,376130308202813616,376130308202813616,2159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10637,NE00,BP,4185093111,1,,,,,NE00,BP,,27,CS,,21-075-1,20241003,,20260131,,,376130308202813616,376130308202813616,376130308202813616,2160,2159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-075-2,,,,NPALLET-I1,X,376130339782158064,376130339782158064,376130339782158064,2161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9328,NE00,BP,4182080662,1,,,,,NE00,BP,,60,CS,,21-075-2,20240820,,20260630,,,376130339782158064,376130339782158064,376130339782158064,2162,2161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-075-3,,,,NPALLET-I1,X,380022050863056091,380022050863056091,380022050863056091,2163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10624,NE00,BP,32744399KD,1,,,,,NE00,BP,,40,CS,,21-075-3,20231116,,20250430,,,380022050863056091,380022050863056091,380022050863056091,2164,2163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-075-4,,,,NPALLET-I1,X,350001610370203403,350001610370203403,350001610370203403,2165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10587,NE00,BP,4113093106,1,,,,,NE00,BP,,36,CS,,21-075-4,20240507,,20251031,,,350001610370203403,350001610370203403,350001610370203403,2166,2165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-075-5,,,,NPALLET-I1,X,350001610370481269,350001610370481269,350001610370481269,2167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10675,NE00,BP,4237093109,1,,,,,NE00,BP,,28,CS,,21-075-5,20240925,,20260228,,,350001610370481269,350001610370481269,350001610370481269,2168,2167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-075-6,,,,NPALLET-I1,X,376130308202767544,376130308202767544,376130308202767544,2169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10831,NE00,BP,42220695,1,,,,,NE00,BP,,360,CS,,21-075-6,20240821,,20260228,,,376130308202767544,376130308202767544,376130308202767544,2170,2169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-076-1,,,,NPALLET-I1,X,335969800417540086,335969800417540086,335969800417540086,2171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10693,NE00,BP,4100091104,1,,,,,NE00,BP,,15,CS,,21-076-1,20240521,,20251031,,,335969800417540086,335969800417540086,335969800417540086,2172,2171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-076-2,,,,NPALLET-I1,X,376130308202768916,376130308202768916,376130308202768916,2173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10761,NE00,BP,4222T931,1,,,,,NE00,BP,,105,CS,,21-076-2,20240822,,20260630,,,376130308202768916,376130308202768916,376130308202768916,2174,2173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-076-3,,,,NPALLET-I1,X,350001610370484659,350001610370484659,350001610370484659,2175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10677,NE00,BP,4240093109,1,,,,,NE00,BP,,28,CS,,21-076-3,20240918,,20260228,,,350001610370484659,350001610370484659,350001610370484659,2176,2175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-076-4,,,,NPALLET-I1,X,376130308202810721,376130308202810721,376130308202810721,2177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10803,NE00,BP,42709766,1,,,,,NE00,BP,,126,CS,,21-076-4,20241010,,20250630,,,376130308202810721,376130308202810721,376130308202810721,2178,2177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-076-5,,,,NPALLET-I1,X,350103475120181328,350103475120181328,350103475120181328,2179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9729,NE00,BP,41784826,1,,,,,NE00,BP,,112,CS,,21-076-5,20240821,,20250430,,,350103475120181328,350103475120181328,350103475120181328,2180,2179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-076-7,,,,NPALLET-I1,X,350002431817675732,350002431817675732,350002431817675732,2181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10238,NE00,BP,4223093109,1,,,,,NE00,BP,,24,CS,,21-076-7,20240918,,20260228,,,350002431817675732,350002431817675732,350002431817675732,2182,2181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-077-1,,,,NPALLET-I1,X,350001610341984645,350001610341984645,350001610341984645,2183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10638,NE00,BP,4238093111,1,,,,,NE00,BP,,27,CS,,21-077-1,20240926,,20260228,,,350001610341984645,350001610341984645,350001610341984645,2184,2183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-077-2,,,,NPALLET-I1,X,376130442230057069,376130442230057069,376130442230057069,2185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9209,NE00,BP,42070357,1,,,,,NE00,BP,,100,CS,,21-077-2,20240816,,20250430,,,376130442230057069,376130442230057069,376130442230057069,2186,2185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-077-3,,,,NPALLET-I1,X,376130308202768831,376130308202768831,376130308202768831,2187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10761,NE00,BP,4222T931,1,,,,,NE00,BP,,105,CS,,21-077-3,20240822,,20260630,,,376130308202768831,376130308202768831,376130308202768831,2188,2187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-077-4,,,,NPALLET-I1,X,340004875640993875,340004875640993875,340004875640993875,2189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10829,NE00,BP,42570695,1,,,,,NE00,BP,,115,CS,,21-077-4,20241003,,20250930,,,340004875640993875,340004875640993875,340004875640993875,2190,2189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-077-5,,,,NPALLET-I1,X,376130328298131449,376130328298131449,376130328298131449,2191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10703,NE00,BP,4249969051,1,,,,,NE00,BP,,76,CS,,21-077-5,20241001,,20260930,,,376130328298131449,376130328298131449,376130328298131449,2192,2191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-077-6,,,,NPALLET-I1,X,376130308202810714,376130308202810714,376130308202810714,2193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10803,NE00,BP,42709766,1,,,,,NE00,BP,,126,CS,,21-077-6,20241010,,20250630,,,376130308202810714,376130308202810714,376130308202810714,2194,2193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-077-7,,,,NPALLET-I1,X,350103474892836320,350103474892836320,350103474892836320,2195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9565,NE00,BP,42541092L,1,,,,,NE00,BP,,98,CS,,21-077-7,20240926,,20250930,,,350103474892836320,350103474892836320,350103474892836320,2196,2195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-078-1,,,,NPALLET-I1,X,350001610341929424,350001610341929424,350001610341929424,2197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10599,NE00,BP,4197093111,1,,,,,NE00,BP,,24,CS,,21-078-1,20240911,,20260131,,,350001610341929424,350001610341929424,350001610341929424,2198,2197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-078-2,,,,NPALLET-I1,X,376130328298322328,376130328298322328,376130328298322328,2199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10630,NE00,BP,4265969081,1,,,,,NE00,BP,,90,CS,,21-078-2,20241008,,20260930,,,376130328298322328,376130328298322328,376130328298322328,2200,2199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-078-3,,,,NPALLET-I1,X,350001610324388606,350001610324388606,350001610324388606,2201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10455,NE00,BP,4250093102,1,,,,,NE00,BP,,60,CS,,21-078-3,20241003,,20260331,,,350001610324388606,350001610324388606,350001610324388606,2202,2201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-078-4,,,,NPALLET-I1,X,350001612890844401,350001612890844401,350001612890844401,2203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10364,NE00,BP,4233096203,1,,,,,NE00,BP,,105,CS,,21-078-4,20240902,,20260831,,,350001612890844401,350001612890844401,350001612890844401,2204,2203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-078-5,,,,NPALLET-I1,X,350001610324342691,350001610324342691,350001610324342691,2205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10688,NE00,BP,4216093102,1,,,,,NE00,BP,,60,CS,,21-078-5,20240919,,20260228,,,350001610324342691,350001610324342691,350001610324342691,2206,2205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-078-6,,,,NPALLET-I1,X,376130328215646711,376130328215646711,376130328215646711,2207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10428,NE00,BP,4009969021,1,,,,,NE00,BP,,126,CS,,21-078-6,20240206,,20251231,,,376130328215646711,376130328215646711,376130328215646711,2208,2207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-078-7,,,,NPALLET-I1,X,350103474892771683,350103474892771683,350103474892771683,2209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9540,NE00,BP,42411092M,1,,,,,NE00,BP,,98,CS,,21-078-7,20240926,,20250831,,,350103474892771683,350103474892771683,350103474892771683,2210,2209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-079-2,,,,NPALLET-I1,X,376130308202810738,376130308202810738,376130308202810738,2211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10803,NE00,BP,42709766,1,,,,,NE00,BP,,126,CS,,21-079-2,20241010,,20250630,,,376130308202810738,376130308202810738,376130308202810738,2212,2211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-079-3,,,,NPALLET-I1,X,376130308202808292,376130308202808292,376130308202808292,2213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9897,NE00,BP,42754182,1,,,,,NE00,BP,,8,CS,,21-079-3,20241008,,20250430,,,376130308202808292,376130308202808292,376130308202808292,2214,2213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-079-4,,,,NPALLET-I1,X,380022050866568959,380022050866568959,380022050866568959,2215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10359,NE00,BP,41884399GD,1,,,,,NE00,BP,,32,CS,,21-079-4,20240814,,20260131,,,380022050866568959,380022050866568959,380022050866568959,2216,2215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-079-5,,,,NPALLET-I1,X,340004875640840667,340004875640840667,340004875640840667,2217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10696,NE00,BP,42190695,1,,,,,NE00,BP,,80,CS,,21-079-5,20240815,,20251130,,,340004875640840667,340004875640840667,340004875640840667,2218,2217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-079-6,,,,NPALLET-I1,X,350103475120244207,350103475120244207,350103475120244207,2219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8916,NE00,BP,4249482601,1,,,,,NE00,BP,,238,CS,,21-079-6,20241008,,20250430,,,350103475120244207,350103475120244207,350103475120244207,2220,2219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-079-7,,,,NPALLET-I1,X,350001610335963564,350001610335963564,350001610335963564,2221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10652,NE00,BP,4262093108,1,,,,,NE00,BP,,60,CS,,21-079-7,20241003,,20260331,,,350001610335963564,350001610335963564,350001610335963564,2222,2221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-080-1,,,,NPALLET-I1,X,376130308202813029,376130308202813029,376130308202813029,2223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10635,NE00,BP,4206093111,1,,,,,NE00,BP,,1,CS,,21-080-1,20241011,,20260131,,,376130308202813029,376130308202813029,376130308202813029,2224,2223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-080-2,,,,NPALLET-I1,X,376130308202808162,376130308202808162,376130308202808162,2225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9897,NE00,BP,42754182,1,,,,,NE00,BP,,8,CS,,21-080-2,20241008,,20250430,,,376130308202808162,376130308202808162,376130308202808162,2226,2225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-080-3,,,,NPALLET-I1,X,376130442230054693,376130442230054693,376130442230054693,2227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
